match_id,team_a_current_elo,team_b_current_elo,elo_difference,elo_expected_score_team_a,team_a_rating_missing,team_b_rating_missing
1,1687.481759,1428.379282,259.1024769999999,0.816305369879321,False,False
2,1591.630886,,,,False,True
3,1559.479301,,,,False,True
4,1671.2341,1505.349689,165.884411,0.7221010300687862,False,False
5,1450.307729,1650.064179,-199.75644999999986,0.24050907328182963,False,False
6,1765.856297,1755.100232,10.756065000000035,0.5154742784996875,False,False
7,1293.096585,1503.34027,-210.2436849999999,0.22965506124938262,False,False
8,1579.34264,,,,False,True
9,1735.771984,1294.76909,441.00289399999997,0.9268050440537624,False,False
10,1751.097835,1661.576187,89.52164800000014,0.6260546562264867,False,False
11,1540.869533,1598.51582,-57.64628700000003,0.41779330581923885,False,False
12,,1476.405088,,,True,False
13,1873.013187,1371.10798,501.905207,0.9473098959004154,False,False
14,1742.235945,1562.367246,179.86869899999988,0.7379629013516267,False,False
15,1421.538339,1673.068603,-251.530264,0.19032117902085754,False,False
16,1619.58163,1275.581062,344.00056799999993,0.8787052997013074,False,False
17,1869.428449,1686.412769,183.01567999999997,0.7414508265796829,False,False
18,,1557.437664,,,True,False
19,1876.118331,1571.033293,305.08503799999994,0.8527344355770138,False,False
20,1597.404087,1387.738222,209.66586499999994,0.7697559597325891,False,False
21,1766.177547,,,,False,True
22,1827.048678,1714.865572,112.18310600000018,0.6560583853445201,False,False
23,1346.881205,1539.155509,-192.27430400000003,0.24846423920446833,False,False
24,1461.208132,1698.351858,-237.14372600000002,0.20341120711676247,False,False
25,,1428.379282,,,True,False
26,1650.064179,,,,False,True
27,1559.479301,1450.307729,109.17157199999997,0.6521361259781575,False,False
28,1687.481759,1591.630886,95.85087300000009,0.6345442867452298,False,False
29,1671.2341,1579.34264,91.89145999999982,0.6292427939554437,False,False
30,1503.34027,1755.100232,-251.7599620000001,0.19011750532147542,False,False
31,1765.856297,1293.096585,472.75971200000004,0.9382790316759531,False,False
32,,1505.349689,,,True,False
33,1751.097835,,,,False,True
34,1735.771984,1540.869533,194.90245099999993,0.7543500005522268,False,False
35,1598.51582,1294.76909,303.74673000000007,0.8517643581481205,False,False
36,1476.405088,1661.576187,-185.1710989999999,0.25617775476276206,False,False
37,1873.013187,1421.538339,451.47484800000007,0.9307906319634917,False,False
38,1742.235945,1619.58163,122.654315,0.6695288722838261,False,False
39,1673.068603,1371.10798,301.96062299999994,0.8504614763980751,False,False
40,1275.581062,1562.367246,-286.78618400000005,0.16099086361386533,False,False
41,1876.118331,1597.404087,278.714244,0.8326335846991774,False,False
42,1869.428449,,,,False,True
43,1557.437664,1686.412769,-128.97510499999999,0.32247072934341725,False,False
44,1387.738222,1571.033293,-183.295071,0.2582409789033337,False,False
45,1766.177547,1461.208132,304.969415,0.8526508335331691,False,False
46,1827.048678,1346.881205,480.1674730000002,0.9407028555326065,False,False
47,1539.155509,1714.865572,-175.710063,0.2666925751165923,False,False
48,1698.351858,,,,False,True
49,1650.064179,1559.479301,90.58487799999989,0.6274864056308923,False,False
50,,1450.307729,,,True,False
51,1503.34027,1765.856297,-262.5160270000001,0.18076639303740222,False,False
52,1755.100232,1293.096585,462.003647,0.9345945234507327,False,False
53,,1687.481759,,,True,False
54,1428.379282,1591.630886,-163.25160399999982,0.28095048571597636,False,False
55,1294.76909,1540.869533,-246.10044300000004,0.1951844630745869,False,False
56,1598.51582,1735.771984,-137.2561639999999,0.3121450523030563,False,False
57,1661.576187,,,,False,True
58,1476.405088,1751.097835,-274.69274700000005,0.17061731293906382,False,False
59,,1671.2341,,,True,False
60,1505.349689,1579.34264,-73.99295100000018,0.3950967957368541,False,False
61,1557.437664,1869.428449,-311.99078499999996,0.14234315723900592,False,False
62,1686.412769,,,,False,True
63,1371.10798,1421.538339,-50.43035899999995,0.427930305650338,False,False
64,1673.068603,1873.013187,-199.94458400000008,0.2403113057613545,False,False
65,1562.367246,1619.58163,-57.21438399999988,0.4183981856985517,False,False
66,1275.581062,1742.235945,-466.6548829999999,0.06378772641248333,False,False
67,1539.155509,1827.048678,-287.89316900000017,0.16013199505589637,False,False
68,1714.865572,1346.881205,367.984367,0.8926680381309652,False,False
69,1698.351858,1766.177547,-67.82568900000001,0.40361233470264757,False,False
70,,1461.208132,,,True,False
71,1571.033293,1597.404087,-26.370793999999933,0.46212208706609165,False,False
72,1387.738222,1876.118331,-488.38010899999995,0.056714349524425854,False,False
73,,,,,True,True
74,,,,,True,True
75,,,,,True,True
76,,,,,True,True
77,,,,,True,True
78,,,,,True,True
79,,,,,True,True
80,,,,,True,True
81,,,,,True,True
82,,,,,True,True
83,,,,,True,True
84,,,,,True,True
85,,,,,True,True
86,,,,,True,True
87,,,,,True,True
88,,,,,True,True
89,,,,,True,True
90,,,,,True,True
91,,,,,True,True
92,,,,,True,True
93,,,,,True,True
94,,,,,True,True
95,,,,,True,True
96,,,,,True,True
97,,,,,True,True
98,,,,,True,True
99,,,,,True,True
100,,,,,True,True
101,,,,,True,True
102,,,,,True,True
103,,,,,True,True
104,,,,,True,True
